age,gender,booking_status,quota,coach_type,booking_time,travel_distance,waiting_list_number,seat_preference,berth_type
36,F,RAC,LD,3AC,10,458,2,NA,SL
36,F,RAC,TQ,SL,5,1748,5,LB,SU
45,F,CNF,LD,SL,8,1276,0,LB,LB
50,M,CNF,LD,3AC,18,1897,0,UB,UB
35,F,RAC,TQ,2AC,10,580,1,NA,SU
30,M,CNF,GN,2AC,0,1175,0,SL,MB
20,F,RAC,GN,2AC,13,898,17,SL,SU
63,M,RAC,LD,3AC,4,1021,17,NA,SL
39,F,RAC,TQ,3AC,1,1626,5,LB,SU
21,F,CNF,LD,SL,19,1784,0,UB,UB
30,M,RAC,GN,3AC,22,700,7,LB,SU
37,F,CNF,GN,3AC,23,327,0,LB,LB
34,F,CNF,LD,2AC,15,1873,0,UB,UB
33,M,CNF,GN,SL,7,1467,0,LB,LB
20,M,WL,TQ,2AC,0,1189,15,LB,SL
39,F,CNF,TQ,3AC,17,1785,0,UB,UB
63,F,CNF,LD,3AC,12,1412,0,LB,LB
22,M,CNF,LD,2AC,13,1275,0,NA,MB
20,F,CNF,GN,2AC,16,1729,0,LB,LB
52,F,CNF,TQ,2AC,13,111,0,NA,LB
45,F,RAC,GN,SL,10,500,8,SL,SL
66,F,CNF,GN,SL,22,1975,0,LB,LB
28,F,CNF,LD,2AC,1,301,0,UB,UB
27,M,CNF,LD,3AC,5,455,0,UB,UB
41,F,RAC,TQ,2AC,22,122,13,LB,SU
54,M,CNF,LD,2AC,5,533,0,UB,LB
39,F,RAC,TQ,3AC,14,957,8,SL,SL
68,M,CNF,GN,3AC,5,352,0,LB,LB
23,F,CNF,TQ,SL,9,1316,0,SL,MB
63,F,CNF,LD,3AC,11,878,0,UB,LB
29,F,CNF,GN,2AC,6,1578,0,LB,LB
28,F,RAC,TQ,2AC,0,1264,18,LB,SU
58,F,RAC,LD,SL,23,812,9,NA,SU
27,F,CNF,GN,3AC,5,370,0,UB,UB
20,M,RAC,LD,SL,5,1446,11,LB,SL
32,F,CNF,LD,3AC,9,1545,0,SL,MB
64,M,WL,LD,3AC,17,170,15,SL,SU
35,F,CNF,TQ,3AC,8,699,0,NA,MB
19,F,CNF,TQ,2AC,1,1166,0,UB,UB
43,F,CNF,GN,SL,9,232,0,SL,MB
28,F,CNF,TQ,2AC,23,868,0,UB,UB
36,M,CNF,TQ,2AC,19,1696,0,NA,SL
40,M,CNF,GN,SL,3,495,0,UB,UB
39,M,CNF,TQ,2AC,0,1409,0,LB,LB
50,M,RAC,TQ,3AC,3,1576,11,UB,SL
41,M,RAC,TQ,3AC,22,1584,16,UB,SL
41,M,CNF,LD,2AC,21,1661,0,SL,SL
19,M,CNF,LD,2AC,13,420,0,NA,MB
66,M,RAC,GN,SL,2,1934,5,NA,SU
34,F,CNF,LD,2AC,6,141,0,UB,UB
45,F,RAC,LD,2AC,2,1261,10,LB,SU
31,F,CNF,TQ,2AC,9,1985,0,NA,SL
49,M,CNF,GN,SL,18,484,0,LB,LB
59,M,CNF,TQ,2AC,23,842,0,UB,LB
24,M,CNF,LD,2AC,8,1657,0,NA,SL
51,M,WL,LD,SL,0,684,19,NA,SU
53,F,CNF,TQ,2AC,12,1575,0,UB,LB
26,M,CNF,TQ,SL,21,245,0,UB,UB
29,F,CNF,LD,SL,6,1836,0,NA,SL
23,M,CNF,LD,2AC,14,1130,0,LB,LB
33,M,CNF,LD,SL,0,470,0,UB,UB
54,M,WL,GN,2AC,21,264,17,NA,SU
43,M,RAC,GN,SL,7,1056,1,UB,SL
19,M,RAC,LD,3AC,19,799,18,LB,SL
60,M,WL,LD,3AC,23,1627,4,SL,SL
54,F,CNF,LD,SL,12,1525,0,UB,LB
41,F,WL,GN,2AC,0,1693,19,SL,SU
26,M,CNF,LD,3AC,6,1760,0,SL,SL
27,M,WL,LD,SL,20,492,15,LB,SL
32,M,WL,GN,SL,4,1740,9,SL,SL
40,M,CNF,LD,2AC,22,335,0,UB,UB
42,F,CNF,TQ,SL,5,1285,0,NA,MB
26,F,CNF,TQ,3AC,16,324,0,UB,UB
68,F,RAC,TQ,SL,4,1410,2,SL,SU
58,M,CNF,LD,SL,13,263,0,LB,LB
53,F,RAC,LD,2AC,7,1789,4,UB,SU
65,M,CNF,TQ,SL,3,545,0,SL,LB
33,F,CNF,TQ,SL,15,918,0,UB,UB
57,M,CNF,TQ,SL,4,1664,0,LB,LB
35,F,CNF,GN,3AC,6,868,0,LB,LB
56,F,CNF,TQ,3AC,14,999,0,UB,LB
37,M,WL,TQ,SL,8,645,14,LB,SU
65,M,CNF,TQ,SL,6,416,0,LB,LB
27,M,CNF,LD,2AC,0,432,0,SL,SL
18,M,RAC,LD,3AC,14,1876,16,SL,SU
62,M,CNF,GN,SL,16,1989,0,SL,LB
30,F,CNF,GN,3AC,9,1091,0,NA,SL
52,M,CNF,TQ,SL,16,1618,0,UB,LB
26,M,CNF,GN,3AC,20,816,0,SL,MB
67,F,RAC,LD,SL,16,1143,16,NA,SU
26,M,CNF,TQ,3AC,0,1255,0,NA,SL
53,F,WL,TQ,2AC,2,364,12,UB,SU
27,M,WL,TQ,3AC,9,961,6,SL,SL
67,M,RAC,GN,2AC,1,1667,10,UB,SL
33,M,RAC,LD,SL,20,683,16,LB,SU
67,F,CNF,GN,3AC,20,1039,0,UB,LB
25,F,WL,TQ,2AC,4,1237,19,LB,SU
64,M,CNF,LD,SL,10,728,0,LB,LB
60,F,WL,LD,2AC,20,949,18,SL,SL
27,M,RAC,LD,3AC,8,977,19,UB,SL
48,M,CNF,GN,3AC,3,1568,0,UB,UB
23,F,CNF,GN,3AC,14,1482,0,NA,SL
34,M,RAC,TQ,SL,18,852,6,SL,SL
46,M,RAC,TQ,3AC,7,1198,7,NA,SU
43,F,CNF,GN,SL,18,258,0,NA,MB
43,F,CNF,LD,2AC,3,122,0,LB,LB
64,F,CNF,LD,3AC,1,1829,0,LB,LB
33,F,CNF,GN,2AC,12,1542,0,NA,SL
58,F,CNF,TQ,SL,20,515,0,LB,LB
51,F,WL,LD,SL,8,1235,2,NA,SU
55,M,CNF,GN,3AC,7,477,0,NA,LB
45,M,CNF,GN,2AC,0,429,0,UB,UB
21,F,CNF,GN,3AC,9,1042,0,LB,LB
28,M,WL,LD,3AC,11,1680,17,UB,SU
33,F,CNF,TQ,3AC,10,1376,0,SL,SL
58,M,WL,LD,3AC,17,119,15,LB,SU
31,F,CNF,GN,SL,21,1154,0,SL,SL
57,M,CNF,TQ,2AC,17,1537,0,UB,LB
42,M,CNF,GN,3AC,18,811,0,LB,LB
45,M,RAC,TQ,3AC,2,1359,17,SL,SL
53,M,RAC,LD,SL,18,620,12,NA,SU
54,M,CNF,TQ,3AC,19,390,0,NA,LB
64,M,CNF,TQ,3AC,19,747,0,NA,LB
21,M,WL,GN,SL,7,969,15,LB,SL
47,M,WL,TQ,2AC,15,1982,4,LB,SL
28,M,CNF,LD,3AC,8,1639,0,NA,MB
29,F,CNF,TQ,3AC,15,867,0,SL,SL
43,M,CNF,TQ,SL,12,650,0,UB,UB
45,M,CNF,GN,3AC,23,1846,0,LB,LB
66,F,CNF,LD,SL,20,677,0,NA,LB
27,M,RAC,TQ,2AC,12,1693,9,LB,SL
50,M,CNF,LD,2AC,15,1207,0,UB,UB
32,M,CNF,GN,SL,16,251,0,NA,MB
47,F,CNF,GN,SL,14,723,0,NA,MB
33,M,RAC,GN,SL,10,363,3,NA,SU
29,F,WL,LD,2AC,13,1587,17,UB,SL
60,F,CNF,TQ,3AC,21,1412,0,LB,LB
47,F,WL,LD,SL,14,949,14,SL,SL
47,F,CNF,TQ,3AC,14,1322,0,SL,SL
32,M,CNF,TQ,SL,13,163,0,UB,UB
55,M,RAC,GN,SL,21,1039,11,SL,SL
46,F,RAC,TQ,3AC,19,1211,19,LB,SU
19,M,CNF,TQ,3AC,0,1963,0,SL,SL
42,F,RAC,GN,SL,1,924,5,LB,SL
42,F,RAC,TQ,2AC,21,1299,13,SL,SU
69,M,RAC,LD,3AC,0,761,3,UB,SU
55,M,CNF,GN,SL,3,1845,0,LB,LB
64,M,RAC,LD,2AC,2,109,17,UB,SL
56,F,RAC,GN,SL,10,1748,5,SL,SU
24,F,RAC,GN,2AC,23,448,15,UB,SL
52,M,RAC,GN,3AC,22,175,5,SL,SU
20,F,CNF,TQ,2AC,8,1290,0,LB,LB
43,F,CNF,GN,3AC,22,862,0,NA,MB
38,M,CNF,LD,3AC,12,1023,0,UB,UB
44,F,CNF,GN,2AC,19,1332,0,LB,LB
55,M,RAC,LD,3AC,17,1314,19,NA,SL
26,M,RAC,TQ,2AC,22,720,15,NA,SU
60,F,RAC,LD,3AC,3,516,4,UB,SL
68,M,RAC,GN,2AC,9,1479,9,UB,SL
62,F,CNF,LD,2AC,11,1825,0,SL,LB
35,F,WL,GN,3AC,15,328,12,SL,SL
38,M,CNF,GN,SL,8,225,0,UB,UB
67,F,WL,GN,2AC,2,727,17,UB,SU
31,M,CNF,TQ,SL,7,936,0,UB,UB
22,M,CNF,LD,SL,18,1402,0,LB,LB
26,F,CNF,LD,2AC,17,243,0,SL,SL
50,M,CNF,LD,2AC,13,356,0,SL,MB
43,F,WL,LD,3AC,15,1330,15,SL,SL
61,M,CNF,TQ,SL,23,722,0,SL,LB
32,M,CNF,TQ,SL,1,1406,0,LB,LB
27,F,CNF,LD,3AC,16,1451,0,UB,UB
45,F,CNF,GN,3AC,13,1570,0,SL,MB
59,F,RAC,GN,3AC,3,483,1,UB,SU
66,F,CNF,GN,3AC,6,1338,0,LB,LB
49,F,CNF,GN,3AC,12,1119,0,UB,UB
19,M,RAC,GN,2AC,23,1872,11,NA,SL
39,F,CNF,GN,3AC,8,510,0,UB,UB
26,M,WL,TQ,2AC,0,1140,12,UB,SL
27,M,CNF,GN,3AC,17,1554,0,UB,UB
55,F,CNF,LD,3AC,5,1227,0,LB,LB
29,M,CNF,LD,SL,11,1498,0,LB,LB
27,F,CNF,TQ,SL,14,1154,0,LB,LB
24,M,CNF,LD,SL,9,1645,0,UB,UB
65,M,WL,GN,3AC,4,730,3,UB,SL
67,M,RAC,GN,2AC,20,1943,5,SL,SL
29,M,RAC,GN,3AC,8,1866,10,NA,SL
45,F,CNF,TQ,3AC,12,416,0,UB,UB
57,M,CNF,GN,2AC,23,1558,0,SL,LB
43,M,CNF,GN,SL,15,377,0,LB,LB
66,F,CNF,GN,2AC,17,974,0,NA,LB
35,M,CNF,GN,SL,7,937,0,LB,LB
47,M,CNF,TQ,3AC,21,1357,0,UB,UB
60,F,WL,LD,3AC,8,1922,7,UB,SU
26,M,CNF,TQ,SL,2,902,0,LB,LB
50,M,CNF,GN,3AC,19,1925,0,SL,MB
49,F,RAC,GN,3AC,14,1219,6,LB,SL
62,M,CNF,GN,3AC,19,1206,0,SL,LB
50,M,CNF,LD,3AC,20,217,0,UB,UB
51,F,CNF,LD,3AC,13,758,0,SL,LB
60,M,CNF,TQ,3AC,5,343,0,SL,LB
26,F,CNF,LD,SL,1,1033,0,LB,LB
43,M,WL,LD,SL,22,1196,6,SL,SL
31,F,CNF,TQ,2AC,23,1376,0,NA,MB
30,M,RAC,LD,3AC,18,886,19,SL,SL
41,M,CNF,TQ,SL,13,475,0,UB,UB
35,F,CNF,TQ,3AC,9,1024,0,NA,SL
34,F,WL,LD,3AC,12,1696,4,SL,SL
27,M,CNF,TQ,3AC,2,1234,0,NA,SL
19,M,CNF,TQ,SL,16,809,0,NA,MB
43,M,WL,GN,3AC,17,1817,1,LB,SL
65,M,RAC,TQ,2AC,22,1831,9,NA,SL
54,M,RAC,GN,3AC,7,649,18,SL,SL
36,F,CNF,TQ,SL,6,1773,0,NA,MB
55,M,CNF,GN,SL,8,1462,0,UB,LB
47,M,CNF,LD,2AC,6,310,0,UB,UB
48,F,CNF,LD,SL,6,1595,0,NA,SL
51,M,CNF,LD,SL,15,1232,0,LB,LB
57,F,WL,LD,SL,8,1991,11,LB,SL
22,F,RAC,GN,SL,19,426,15,UB,SL
32,M,CNF,LD,3AC,10,1503,0,UB,UB
62,M,WL,TQ,2AC,23,1344,9,UB,SU
59,F,CNF,TQ,2AC,13,1627,0,SL,LB
35,F,CNF,LD,2AC,0,1984,0,LB,LB
56,F,CNF,GN,SL,8,1310,0,LB,LB
48,M,CNF,LD,SL,2,985,0,UB,UB
31,M,RAC,TQ,3AC,14,1125,14,NA,SU
65,F,CNF,LD,SL,17,1915,0,NA,LB
44,M,RAC,TQ,SL,6,1058,15,NA,SL
43,M,CNF,TQ,2AC,3,1280,0,LB,LB
18,M,RAC,TQ,SL,13,494,10,LB,SU
34,F,CNF,TQ,2AC,14,829,0,NA,SL
65,M,WL,GN,3AC,8,238,11,NA,SL
23,F,RAC,GN,SL,5,304,5,LB,SU
64,F,CNF,GN,SL,19,1073,0,SL,LB
64,M,WL,LD,SL,3,387,2,LB,SL
24,M,CNF,TQ,SL,9,597,0,UB,UB
34,M,CNF,GN,3AC,12,356,0,LB,LB
18,M,RAC,LD,3AC,5,124,13,LB,SL
45,F,RAC,GN,3AC,8,1281,17,LB,SU
65,F,CNF,TQ,2AC,14,155,0,UB,LB
18,F,CNF,TQ,2AC,23,1001,0,SL,MB
42,M,CNF,TQ,3AC,0,771,0,LB,LB
59,M,WL,GN,2AC,16,1782,11,NA,SU
46,M,WL,TQ,SL,8,1268,14,UB,SU
53,M,CNF,LD,SL,16,943,0,UB,LB
37,M,CNF,LD,2AC,10,156,0,UB,UB
67,M,RAC,LD,2AC,17,1416,14,SL,SU
59,M,CNF,TQ,3AC,15,238,0,SL,LB
37,F,CNF,GN,2AC,21,1203,0,NA,MB
47,M,CNF,LD,2AC,23,1211,0,LB,LB
26,M,CNF,LD,2AC,16,1505,0,NA,MB
42,M,CNF,GN,3AC,14,1729,0,LB,LB
68,F,CNF,GN,3AC,9,160,0,SL,LB
48,M,CNF,TQ,SL,13,1538,0,LB,LB
49,F,CNF,LD,3AC,12,1862,0,SL,MB
63,M,WL,GN,2AC,15,746,4,NA,SU
44,F,CNF,TQ,3AC,10,211,0,UB,UB
37,M,CNF,LD,3AC,21,1754,0,LB,LB
34,F,CNF,TQ,3AC,2,1996,0,NA,MB
55,F,CNF,TQ,2AC,10,979,0,SL,LB
68,F,CNF,GN,2AC,13,1748,0,NA,LB
52,F,CNF,TQ,2AC,15,1021,0,LB,LB
53,M,RAC,LD,SL,16,784,1,LB,SL
61,M,CNF,TQ,3AC,4,1445,0,UB,LB
34,F,RAC,GN,SL,20,1772,13,NA,SU
28,M,CNF,TQ,3AC,15,478,0,NA,SL
19,M,CNF,GN,SL,7,1550,0,LB,LB
59,F,CNF,TQ,SL,16,1595,0,NA,LB
20,F,CNF,GN,3AC,12,1398,0,SL,SL
24,M,CNF,LD,2AC,12,665,0,NA,MB
57,F,RAC,TQ,SL,22,869,18,UB,SU
67,M,CNF,LD,SL,0,1585,0,SL,LB
33,M,CNF,LD,3AC,6,995,0,LB,LB
48,F,CNF,TQ,3AC,13,146,0,UB,UB
31,M,CNF,GN,SL,10,563,0,NA,SL
36,F,CNF,LD,SL,5,1742,0,LB,LB
66,M,CNF,GN,3AC,16,706,0,NA,LB
29,M,CNF,TQ,2AC,21,865,0,NA,SL
22,M,CNF,LD,3AC,3,1894,0,UB,UB
41,M,CNF,GN,3AC,16,1034,0,SL,SL
43,M,CNF,GN,3AC,12,1071,0,NA,SL
18,F,RAC,LD,2AC,20,151,18,UB,SU
60,F,CNF,LD,2AC,16,399,0,NA,LB
49,M,RAC,LD,2AC,7,1074,5,UB,SL
21,M,CNF,TQ,2AC,20,1751,0,SL,MB
68,M,CNF,TQ,SL,14,884,0,NA,LB
61,F,CNF,GN,2AC,14,1101,0,NA,LB
40,F,CNF,LD,2AC,2,1955,0,LB,LB
48,F,RAC,GN,2AC,0,1766,3,NA,SL
54,M,WL,GN,2AC,0,1223,4,UB,SU
66,M,CNF,LD,3AC,0,275,0,UB,LB
20,F,RAC,GN,SL,8,762,4,LB,SU
38,F,RAC,GN,3AC,20,1405,9,SL,SL
52,F,RAC,LD,3AC,10,640,15,NA,SU
20,F,CNF,TQ,2AC,21,1270,0,NA,SL
63,M,CNF,GN,3AC,13,990,0,NA,LB
31,F,WL,GN,2AC,0,432,6,UB,SU
66,F,RAC,TQ,2AC,18,969,7,NA,SU
50,M,CNF,GN,SL,4,1833,0,LB,LB
48,M,WL,LD,3AC,15,657,1,LB,SU
30,M,WL,LD,3AC,23,173,9,LB,SU
48,F,CNF,GN,SL,17,663,0,NA,SL
51,M,RAC,GN,3AC,18,698,13,LB,SU
49,F,CNF,TQ,2AC,1,347,0,NA,MB
22,F,WL,GN,2AC,6,802,13,SL,SU
40,F,CNF,TQ,3AC,17,1731,0,UB,UB
24,M,CNF,TQ,SL,16,1760,0,LB,LB
25,M,CNF,GN,3AC,3,1029,0,SL,SL
22,M,CNF,LD,3AC,4,1929,0,UB,UB
51,F,CNF,GN,2AC,0,871,0,NA,LB
56,M,CNF,LD,3AC,0,388,0,UB,LB
25,F,RAC,LD,SL,20,1808,18,NA,SU
48,M,CNF,TQ,SL,11,932,0,LB,LB
59,M,RAC,LD,SL,18,1341,9,NA,SU
59,M,CNF,TQ,SL,23,1877,0,LB,LB
31,M,RAC,GN,3AC,1,580,18,LB,SL
41,M,RAC,LD,2AC,1,810,16,LB,SU
38,M,CNF,LD,2AC,14,1017,0,UB,UB
28,F,CNF,LD,2AC,20,266,0,SL,MB
37,M,RAC,LD,SL,4,1644,1,SL,SL
19,M,RAC,LD,3AC,19,1613,9,SL,SL
59,F,WL,GN,SL,16,991,6,LB,SL
21,M,RAC,TQ,2AC,2,186,19,LB,SL
35,M,CNF,TQ,3AC,3,363,0,UB,UB
34,M,RAC,GN,3AC,12,732,1,SL,SL
44,F,CNF,GN,3AC,21,1763,0,LB,LB
43,F,RAC,GN,3AC,13,1990,5,LB,SL
49,F,CNF,TQ,3AC,22,480,0,NA,MB
29,M,CNF,TQ,SL,7,1667,0,UB,UB
55,M,RAC,GN,3AC,1,1142,14,SL,SU
50,M,RAC,GN,2AC,3,574,11,SL,SL
33,M,RAC,LD,SL,0,595,19,LB,SL
38,M,RAC,TQ,SL,8,556,17,UB,SL
61,F,RAC,GN,SL,7,307,18,LB,SL
50,F,CNF,TQ,3AC,5,1932,0,UB,UB
22,M,RAC,TQ,2AC,17,788,18,SL,SU
18,F,WL,TQ,2AC,7,486,5,NA,SL
57,F,CNF,GN,SL,17,984,0,SL,LB
48,F,WL,GN,2AC,17,992,7,SL,SL
33,M,RAC,LD,3AC,14,1161,9,NA,SU
24,F,RAC,LD,2AC,20,1954,16,SL,SU
42,M,RAC,LD,3AC,21,919,16,NA,SL
29,F,RAC,TQ,2AC,12,1963,5,LB,SU
29,M,CNF,GN,2AC,2,132,0,SL,SL
39,F,RAC,LD,2AC,11,492,9,SL,SU
35,M,WL,GN,SL,6,1982,4,SL,SU
62,M,RAC,TQ,SL,1,1681,3,LB,SL
22,F,RAC,TQ,SL,22,1098,18,SL,SL
62,M,CNF,TQ,2AC,21,1261,0,LB,LB
42,F,WL,GN,3AC,8,1733,5,SL,SL
39,M,RAC,TQ,3AC,22,985,4,UB,SL
66,M,CNF,LD,3AC,1,1603,0,LB,LB
67,F,CNF,LD,3AC,21,1294,0,SL,LB
30,F,RAC,GN,SL,0,1588,12,LB,SU
21,F,CNF,GN,3AC,8,353,0,NA,MB
24,M,RAC,TQ,SL,4,168,17,SL,SU
47,M,CNF,LD,SL,18,1331,0,SL,MB
38,M,RAC,TQ,3AC,15,392,15,UB,SU
30,M,RAC,LD,2AC,12,146,14,LB,SU
25,M,CNF,GN,3AC,23,1543,0,LB,LB
43,F,WL,LD,3AC,0,1280,5,SL,SU
30,F,CNF,TQ,SL,7,1254,0,SL,SL
20,M,CNF,TQ,3AC,2,1138,0,NA,SL
57,M,RAC,TQ,2AC,6,949,11,LB,SL
60,M,CNF,GN,SL,5,1931,0,UB,LB
18,M,CNF,TQ,2AC,18,358,0,NA,MB
53,M,CNF,GN,SL,0,846,0,SL,LB
68,M,RAC,LD,SL,15,1287,1,SL,SL
37,M,RAC,GN,3AC,4,584,14,LB,SU
44,F,CNF,LD,2AC,7,1575,0,NA,SL
56,M,CNF,GN,2AC,14,1689,0,NA,LB
21,M,CNF,GN,3AC,8,1176,0,UB,UB
30,F,CNF,LD,3AC,13,921,0,LB,LB
27,M,CNF,LD,3AC,4,1402,0,NA,SL
44,F,RAC,LD,3AC,1,1488,13,UB,SL
68,F,CNF,TQ,2AC,18,1380,0,LB,LB
57,F,CNF,LD,SL,15,1088,0,UB,LB
19,M,CNF,GN,3AC,15,794,0,LB,LB
28,M,RAC,GN,2AC,18,206,8,UB,SU
39,F,CNF,GN,3AC,7,1260,0,LB,LB
43,F,CNF,GN,2AC,5,1880,0,SL,SL
38,F,CNF,LD,SL,18,639,0,LB,LB
25,M,CNF,GN,3AC,15,1935,0,NA,SL
54,M,CNF,TQ,SL,23,278,0,LB,LB
49,F,CNF,TQ,SL,1,892,0,SL,MB
69,M,RAC,TQ,SL,1,909,1,LB,SL
53,M,CNF,TQ,SL,8,1287,0,SL,LB
58,M,WL,TQ,2AC,5,1540,10,NA,SU
63,F,CNF,GN,2AC,17,1193,0,LB,LB
35,F,CNF,TQ,SL,14,1811,0,UB,UB
25,F,CNF,LD,3AC,10,287,0,SL,MB
24,F,RAC,TQ,3AC,21,1690,19,LB,SL
30,F,RAC,LD,3AC,21,640,1,UB,SU
46,M,CNF,TQ,SL,2,1626,0,SL,SL
27,F,CNF,GN,2AC,6,774,0,LB,LB
62,M,CNF,GN,SL,1,809,0,LB,LB
25,M,CNF,GN,2AC,11,927,0,SL,MB
64,M,WL,LD,SL,13,1786,19,SL,SL
63,F,WL,TQ,3AC,20,868,19,LB,SL
50,F,CNF,TQ,SL,2,1982,0,UB,UB
69,M,CNF,TQ,2AC,5,1577,0,SL,LB
61,F,CNF,LD,SL,0,1267,0,LB,LB
41,M,CNF,LD,2AC,9,944,0,NA,SL
64,M,CNF,GN,3AC,4,1794,0,LB,LB
45,M,CNF,GN,3AC,17,143,0,NA,MB
44,M,CNF,LD,3AC,6,1951,0,NA,SL
35,M,CNF,GN,3AC,23,130,0,LB,LB
54,M,CNF,LD,SL,1,1476,0,SL,LB
56,F,WL,LD,SL,10,1314,18,NA,SL
34,F,CNF,GN,SL,6,973,0,LB,LB
52,F,WL,GN,2AC,2,366,12,UB,SL
21,M,CNF,GN,3AC,19,1237,0,SL,SL
48,F,CNF,LD,3AC,5,1112,0,SL,SL
64,F,CNF,TQ,3AC,4,1209,0,LB,LB
34,F,CNF,TQ,2AC,8,1441,0,SL,SL
52,M,CNF,TQ,2AC,2,1678,0,LB,LB
19,M,RAC,TQ,SL,12,1379,19,UB,SU
33,F,CNF,GN,SL,12,1799,0,NA,SL
58,M,CNF,LD,SL,8,370,0,UB,LB
57,F,CNF,LD,SL,4,805,0,SL,LB
59,F,CNF,LD,SL,12,1355,0,SL,LB
58,F,WL,TQ,3AC,22,989,16,NA,SU
59,F,CNF,GN,SL,11,796,0,SL,LB
23,M,CNF,TQ,3AC,11,301,0,SL,SL
67,M,CNF,GN,3AC,8,234,0,UB,LB
67,F,RAC,LD,SL,10,1770,9,SL,SL
57,F,WL,TQ,3AC,1,1074,14,LB,SU
46,M,RAC,TQ,SL,19,1017,4,UB,SU
69,M,CNF,GN,3AC,10,1597,0,SL,LB
34,M,CNF,TQ,3AC,2,642,0,LB,LB
30,M,RAC,TQ,SL,15,1330,11,SL,SU
35,M,CNF,GN,2AC,15,929,0,SL,MB
65,M,RAC,TQ,2AC,22,262,13,LB,SU
52,M,RAC,GN,3AC,5,1004,12,SL,SL
32,F,CNF,TQ,3AC,2,1101,0,LB,LB
50,F,CNF,TQ,2AC,22,1082,0,SL,MB
30,F,CNF,LD,3AC,0,342,0,UB,UB
46,M,CNF,TQ,SL,22,1850,0,NA,MB
45,F,CNF,TQ,SL,10,1819,0,SL,SL
55,M,RAC,TQ,3AC,14,1892,7,LB,SL
18,F,RAC,LD,3AC,8,512,13,SL,SU
60,F,RAC,TQ,3AC,5,1604,7,NA,SU
29,F,WL,GN,2AC,21,1015,19,LB,SU
34,M,CNF,GN,2AC,0,981,0,SL,MB
44,F,RAC,GN,2AC,7,1604,14,SL,SL
53,F,RAC,GN,3AC,12,1119,15,LB,SU
23,F,CNF,GN,SL,18,226,0,LB,LB
30,F,CNF,LD,SL,5,1842,0,SL,MB
33,F,CNF,LD,3AC,15,365,0,SL,MB
58,M,CNF,LD,2AC,16,596,0,LB,LB
61,M,WL,LD,SL,11,593,10,NA,SL
36,M,CNF,LD,2AC,3,758,0,UB,UB
24,F,CNF,LD,3AC,14,649,0,LB,LB
20,F,RAC,LD,2AC,15,549,7,UB,SL
47,M,CNF,GN,SL,6,1607,0,LB,LB
46,M,CNF,GN,SL,6,935,0,LB,LB
46,F,CNF,GN,2AC,22,609,0,NA,SL
47,M,RAC,GN,3AC,18,1789,5,NA,SU
44,M,CNF,GN,2AC,20,1793,0,SL,SL
20,M,WL,TQ,SL,10,1898,17,LB,SL
26,M,RAC,LD,2AC,9,688,15,UB,SL
22,M,CNF,TQ,3AC,7,643,0,SL,SL
37,M,CNF,LD,3AC,12,1314,0,SL,SL
46,F,CNF,TQ,2AC,21,1387,0,LB,LB
46,F,CNF,TQ,3AC,21,760,0,UB,UB
29,M,RAC,TQ,3AC,17,293,2,LB,SU
20,M,CNF,LD,3AC,3,954,0,LB,LB
67,F,CNF,GN,3AC,17,1997,0,UB,LB
28,F,CNF,LD,3AC,23,1372,0,SL,MB
40,M,CNF,TQ,2AC,15,375,0,UB,UB
62,F,CNF,LD,2AC,1,604,0,NA,LB
31,M,CNF,GN,2AC,12,839,0,UB,UB
52,F,CNF,LD,2AC,22,1323,0,SL,LB
19,F,RAC,LD,SL,21,1773,12,SL,SU
38,F,CNF,GN,2AC,22,1766,0,NA,SL
49,F,RAC,LD,2AC,8,407,19,UB,SU
63,M,CNF,LD,3AC,19,160,0,SL,LB
25,F,RAC,GN,SL,10,1999,18,LB,SL
68,M,CNF,GN,2AC,20,593,0,LB,LB
20,F,CNF,LD,3AC,14,1645,0,SL,MB
44,M,WL,GN,SL,16,548,18,NA,SU
43,M,RAC,GN,2AC,0,161,5,SL,SL
64,M,CNF,LD,SL,0,1579,0,NA,LB
29,F,CNF,LD,2AC,18,1148,0,LB,LB
49,M,WL,TQ,SL,12,1727,1,NA,SU
68,M,CNF,LD,2AC,3,232,0,UB,LB
42,M,CNF,TQ,3AC,6,1914,0,NA,SL
21,M,CNF,GN,2AC,14,862,0,UB,UB
38,F,WL,LD,SL,8,677,7,LB,SL
66,M,RAC,GN,SL,19,861,2,UB,SL
28,F,CNF,TQ,2AC,1,1760,0,LB,LB
40,F,CNF,GN,2AC,1,946,0,NA,MB
27,M,CNF,LD,3AC,22,1630,0,SL,SL
34,M,RAC,GN,3AC,17,391,9,NA,SU
33,M,CNF,LD,SL,18,196,0,UB,UB
48,F,WL,GN,SL,15,1191,13,NA,SL
33,M,CNF,LD,2AC,5,509,0,SL,MB
28,M,CNF,TQ,3AC,2,1943,0,NA,SL
27,M,CNF,GN,3AC,0,919,0,LB,LB
60,M,RAC,LD,2AC,11,1521,8,SL,SU
60,M,RAC,LD,2AC,6,1238,4,LB,SU
19,F,RAC,LD,SL,17,1649,16,LB,SU
60,F,CNF,TQ,SL,13,377,0,SL,LB
21,M,CNF,GN,SL,6,1708,0,SL,MB
36,M,CNF,TQ,SL,15,1397,0,LB,LB
40,F,RAC,GN,3AC,10,1162,9,LB,SU
21,M,CNF,TQ,2AC,12,734,0,LB,LB
43,M,RAC,GN,3AC,3,1430,2,UB,SU
